IdParticipante;IdCodigoIbge;Participante;Endereco;Bairro;Pais;Segmento;Cep
638874765184665;3548708;Esta Empresa … SÛ Um Teste;PRACA SAMUEL SABATINI 200;JARDIM DO MAR;;;
638874765252195;3550308;Esta Empresa … SÛ Um Teste;VIA ANCHIETA 3398;VILA CLEMENTINO;;;
638874765264345;3550308;Esta Empresa … SÛ Um Teste;AVENIDA IPIRANGA 764;CENTRO;;;
638874765228840;3550308;Esta Empresa … SÛ Um Teste;AVENIDA BRAZ LEME 2162;SANTANA;;;
638874765356700;3550308;Esta Empresa … SÛ Um Teste;AVENIDA GIOVANNI GRUAONCHI 5819;VILA ANDRADE;;;
638874765200895;3547809;Esta Empresa … SÛ Um Teste;AVENIDA PEREIRA BARRETO 42;PARAISO;;;
638874765188745;3547809;Esta Empresa … SÛ Um Teste;AV. INDUSTRIAL 600;CAMPESTRE;;;
638874765379620;3550308;Esta Empresa … SÛ Um Teste;RUA DOMINGOS AGOSTIM SN;TATUAPE;;;
638874765426060;3304557;Esta Empresa … SÛ Um Teste;ESTRADA DA GAVEA, 899 - LJ. 120 899;SAO CONRADO;;;
638874765454515;3550308;Esta Empresa … SÛ Um Teste;AVENIDA ANTONIO AGU 133;CENTRO;;;
638874765490350;3550308;Esta Empresa … SÛ Um Teste;AVENIDA CONDE DE FRONTIN 2200;TATUAPE;;;
638874765550305;3550308;Esta Empresa … SÛ Um Teste;RUA DRUAMELO FREIRE SN;TATUAPE;;;
638874765640995;3505708;Esta Empresa … SÛ Um Teste;ALAMEDA ARAGUAIA 2750;TAMBORE;;;
638874765545010;5208707;Esta Empresa … SÛ Um Teste;AV.T-10 1300;SETOR BUENO;;;
638874765655575;3304557;Esta Empresa … SÛ Um Teste;AV. DAS AMERICAS, 5000-LUC 202/203. 5000;BARRA DA TIJUCA;;;
638874765600195;2504009;Esta Empresa … SÛ Um Teste;AVENIDA SEVERINO BEZERRA CABRAL 1200;CATOLE;;;
638874765744975;3304557;Esta Empresa … SÛ Um Teste;AVENIDA RIO BRANCO 4;CENTRO;;;
638874765768150;3550308;Esta Empresa … SÛ Um Teste;AVENIDA DAS NACOES UNIDAS 4777;PINHEIROS;;;
638874765784365;3106200;Esta Empresa … SÛ Um Teste;R MATIAS CARDOSO 26;SANTO AGOSTINHO;;;
638874765825675;3550308;Esta Empresa … SÛ Um Teste;AVENIDA MARECHAL TITO 3333;SAO MIGUEL;;;
638874765830970;3106200;Esta Empresa … SÛ Um Teste;AV PRESIDENTE CARLOS LUZ 4269;OURO PRETO;;;
638874765820035;2910800;Esta Empresa … SÛ Um Teste;AV JOAO DURVAL CARNEIRO 3665;IGUATEMI;;;
638874765853110;3550308;Esta Empresa … SÛ Um Teste;AVENIDA DAS NACOES UNIDAS 13947;ITAIM;;;
638874765975120;3547809;Esta Empresa … SÛ Um Teste;AVENIDA PEDRO AMERICO 23;VILA HOMERO THON;;;
638874765992400;3550308;Esta Empresa … SÛ Um Teste;AVENIDA JULIO BUONO 2700;VILA GUSTAVO;;;
638874765987975;5300108;Esta Empresa … SÛ Um Teste;SCE/S TRECHO 02 2;LAGO SUL;;;
638874766001340;4205407;Esta Empresa … SÛ Um Teste;AVENIDA DAS NACOES UNIDAS 342;CANASVIEIRAS;;;
638874765969315;2304400;Esta Empresa … SÛ Um Teste;AV SANTOS DUMONT 1710;ALDEOTA;;;
638874765802590;2914802;Esta Empresa … SÛ Um Teste;AVENIDA ASSIS MARON 82;JARDIM UNIAO;;;
638874766046565;2927408;Esta Empresa … SÛ Um Teste;RUA PORTAO DA PIEDADE 155;PIEDADE;;;
638874766047780;2927408;Esta Empresa … SÛ Um Teste;RUA CENTENARIO 2922;CHAM-CHAME;;;
638874766025640;3304557;Esta Empresa … SÛ Um Teste;AV GERMANIO DANTAS 404;CENTRO;;;
638874765986760;3505708;Esta Empresa … SÛ Um Teste;ALAMEDA RIO NEGRO 878;ALPHAVILLE;;;
638874766073970;5201405;Esta Empresa … SÛ Um Teste;AV RIO VERDE SN;VILA SAO TOMAZ;;;
638874766092030;3543907;Esta Empresa … SÛ Um Teste;AVENIDA 3 140;JARDIM CLARET;;;
638874766090815;3543907;Esta Empresa … SÛ Um Teste;AVENIDA CONDE FCO MATARAZZO 205;VILA HORTO FLORESTAL;;;
638874766102965;3550308;Esta Empresa … SÛ Um Teste;AVENIDA NACOES UNIDAS 22540;JARDIM CAMPO GRANDE;;;
638874766109475;3106200;Esta Empresa … SÛ Um Teste;AVENIDA CRISTIANO MACHADO 1901;CIDADE NOVA;;;
638874766082040;5208707;Esta Empresa … SÛ Um Teste;R 44 399;SETOR CENTRAL;;;
638874766116330;2111300;Esta Empresa … SÛ Um Teste;AVENIDA GAL EUCLIDES FIGUEIREDO 1000;SANTA EULALIA;;;
638874766115115;4113700;Esta Empresa … SÛ Um Teste;R MIGUEL COUTO 67;SHANGRILA;;;
638874766108260;4106902;Esta Empresa … SÛ Um Teste;RUA XV DE NOVEMBRO 457;CENTRO;;;
638874766078665;3550308;Esta Empresa … SÛ Um Teste;RUA DOMINGOS DE MORAIS 2564;VILA MARIANA;;;
638874766068675;3550308;Esta Empresa … SÛ Um Teste;AVENIDA CURSINO 2400;CENTRO;;;
638874766154700;3543402;Esta Empresa … SÛ Um Teste;AV NOVE DE JULHO 2141;JARDIM AMERICA;;;
638874766186020;3303906;Esta Empresa … SÛ Um Teste;R. TREZE DE MAIO 135;CENTRO;;;
638874766223250;3550308;Esta Empresa … SÛ Um Teste;RODOVIA REGIS BITTENCOURT SN;CIDADE INTERCAP;;;
638874766230270;3151800;Esta Empresa … SÛ Um Teste;RUA ASSIS FIGUEIREDO 1106;CENTRO;;;
638874766236615;3509502;Esta Empresa … SÛ Um Teste;RUA JACY TEIXEIRA CAMARGO 940;JARDIM DO LAGO;;;
638874766263345;3518800;Esta Empresa … SÛ Um Teste;RUA JAMIL JOAO ZARIF SN;AEROPORTO GUARULHOS;;;
638874766260915;3518800;Esta Empresa … SÛ Um Teste;RUA JOSE MAURICIO DE OLIVEIRA, SN;CENTRO;;;
638874766296585;3550308;Esta Empresa … SÛ Um Teste;R MARIA MARCOLINA 440;BRAS;;;
638874766411575;2507507;Esta Empresa … SÛ Um Teste;AV SENADOR RUHY CARNEIRO 232;MANAIRA;;;
638874766164000;3547809;Esta Empresa … SÛ Um Teste;AV DOM PEDRO II 339;JARDIM;;;
638874766360545;3516200;Esta Empresa … SÛ Um Teste;AVENIDA RIO NEGRO 1100;FRANCA;;;
638874766479105;3550308;Esta Empresa … SÛ Um Teste;AVENIDA BRIGADEIRO FARIA LIMA 1215;JARDIM PAULISTANO;;;
638874766481970;3548807;Esta Empresa … SÛ Um Teste;AVENIDA DO ESTADO 1700;FUNDACAO;;;
638874766336515;2304400;Esta Empresa … SÛ Um Teste;AVENIDA BEZERRA DE MENEZES 2450;SAO GERARDO;;;
638874766441170;2507507;Esta Empresa … SÛ Um Teste;AV GOV FLAVIO RIBEIRO COUTINHO 805;MANAIRA;;;
638874766501575;5300108;Esta Empresa … SÛ Um Teste;SDN-CJ.A 2033;CJ NACIONAL;;;
638874766330875;3127701;Esta Empresa … SÛ Um Teste;RUA SETE DE SETEMBRO 1213;CENTRO;;;
638874766374030;3550308;Esta Empresa … SÛ Um Teste;AV AGUA ESPRAIADA 586;BROOKLIN;;;
638874766452375;3106200;Esta Empresa … SÛ Um Teste;AV OLEGARIO MACIEL 1600;LOURDES;;;
638874766451160;3170206;Esta Empresa … SÛ Um Teste;AVENIDA FLORIANO PEIXOTO 170;CENTRO;;;
638874766470165;1501402;Esta Empresa … SÛ Um Teste;RODOVIAOVIA BR 316 SN;SHOPPINGG CASTANHEIRA;;;
638874766574115;5300108;Esta Empresa … SÛ Um Teste;SHN QUADRA 05 5;ASA NORTE;;;
638874766458015;3106200;Esta Empresa … SÛ Um Teste;AVENIDA AFONSO PENA 3690;CRUZEIRO;;;
638874766364625;3548500;Esta Empresa … SÛ Um Teste;AVENIDA ANA COSTA 550;GONZAGA;;;
638874766610565;3106200;Esta Empresa … SÛ Um Teste;RUA CURVELO 10;FLORESTA;;;
1117096005002700;3534401;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ALMIRANTE TAMANDARE, 450;JARDIM PLATINA;;;
24378345001605;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA TRINDADE 233;BETAVILLE;;;
495001770002685;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA PRES. VARGAS 2560;CENTRO;;;
606488160002205;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA FLORIDA 1970;CIDADE MONCOES;;;
42511980002160;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA PALERMO 19;JABAQUARA;;;
28015545002760;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA SERRA DO ESPINHACO 70;JARDIM AMALIA;;;
48694755001635;3110608;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R JULIO ROBERTO MORAES MARQUES 320;SANTA EDWINGES;;;
42567525003105;3513801;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CARAMURU 515;VILA CONCEICAO;;;
987069015001500;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";CALCADA DAS TULIPAS 107;ALPHAVILLE;;;
806029320001635;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ALAMEDA RIO NEGRO 1286;ALPHAVILLE;;;
45425040002250;3547809;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA TIETE 365;CAMPESTRE;;;
62831100002310;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA ELISEU DE ALMEIDA 2179;CAXINGUI;;;
69099960002250;5300108;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";SRTV NORTE QUADRA 702 SN;ASA NORTE;;;
65605605001530;3518800;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA DR TIMOTEO PENTEADO 3191;VILA ROSALIA;;;
75775470002970;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA CABO FRIO 72;JARDIM MARIA ISEMA;;;
43024005001800;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA BERNARDINO DE CAMPOS 348;CENTRO;;;
48511770002580;3547304;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA AMAZONAS 100;FAZENDINHA;;;
894154935001755;3552809;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DO TESOURO 284;PARQUE SANTOS DUMONT;;;
90487050001695;5300108;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";SHC NORTE QUADRA 112 54;LAGO NORTE;;;
119054055001680;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA FIDENCIO RAMOS SN;VILA OLIMPIA;;;
105685800001680;3518800;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DR RENATO DE ANDRADE MAIA 489;VILA MAIA;;;
124197840002250;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MANDISSUNUNGA 55;VILA INAH;;;
18714915002835;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA GAL CHAGAS SANTOS 516;VILA SAUDE;;;
114127125001560;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MARIO JOAQUIM FILLA,137 VILA NOVA;;;;
638874766679985;3550308;Esta Empresa … SÛ Um Teste;AVENIDA JOSE PINHEIRO BORGES SN;ITAQUERA;;;
694001565010665;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV MARCOS PENTEADO DE ULHOA RODRIGUES 401;TAMBORE;;;
638874766654815;3550308;Esta Empresa … SÛ Um Teste;RUA GONCALVES CRESPO SN;TATUAPE;;;
71352360002205;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA DAS SAUDADES 821;VILA VITORIA;;;
495501600017640;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. FAGUNDES DE OLIVEIRA 538;PIRAPORINHA;;;
144670770002925;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA DR RANGEL 60;CENTRO;;;
638874767814390;3550308;Esta Empresa … SÛ Um Teste;AVENIDA GIOVANNI GRONCHI 5930;VILA ANDRADE;;;
272186580010365;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ALAMEDA RIO NEGRO 1030;ALPHAVILLE INDUSTRIAL;;;
347317065002250;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA LORD COCKRANE 6161;IPIRANGA;;;
638874766735710;4125506;Esta Empresa … SÛ Um Teste;RUA IZABEL A REDENTORA 1434;CENTRO;;;
134603805001905;3548500;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA JULIO CONCEICAO 121;VILA MATIAS;;;
638874766792035;3534401;Esta Empresa … SÛ Um Teste;AVENIDA DOS AUTONOMISTAS 1400;VILA YARA;;;
1034904615012030;3205002;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R SAMUEL MEIRA BRASIL 394;TAQUARA II;;;
638874766826850;3505708;Esta Empresa … SÛ Um Teste;ALAMEDA RIO NEGRO 1033;ALPHAVILLE;;;
1407995730001665;4314902;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA COMENDADOR TAVARES 68;SAO GERALDO;;;
361956255002055;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";Rua Voluntarios da Patria 1284;Santana;;;
44184945001560;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ALAMEDA RIO NEGRO 1105;ALPHAVILLE;;;
788348670001830;3530607;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV VER DANTE JORDAO STOPPA 47;JD CINTIA;;;
163830825001530;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA VAZ DE TOLEDO 515;ENGENHO NOVO;;;
2050935006480;3205002;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ROD GOVERNADOR MARIO COVAS KM: 26747 4462;PLANALTO DE CARAPINA;;;
638874766937835;3550308;Esta Empresa … SÛ Um Teste;RUA PAMPLONA 734;JARDIM PAULISTA;;;
638874766913535;3106200;Esta Empresa … SÛ Um Teste;AVENIDA DOS ANDRADAS 3000;SANTA EFIGENIA;;;
638874767027310;4106902;Esta Empresa … SÛ Um Teste;RUA SETE DE ABRIL 2775;CENTRO;;;
638874767004225;5002704;Esta Empresa … SÛ Um Teste;PRACA DAS TULIPAS 1620;VILA CIDADE;;;
638874766987215;5208707;Esta Empresa … SÛ Um Teste;AV DEP JAMEL CECILIO 3300;JARDIM GOIAS;;;
638874766994940;5208707;Esta Empresa … SÛ Um Teste;AV  DEP JAMEL CECILIO 3160;JARDIM GOIAS;;;
638874767031075;2704302;Esta Empresa … SÛ Um Teste;AV ALVARO OTACILIO 4225;JATIUCA;;;
638874767036100;2704302;Esta Empresa … SÛ Um Teste;AV COMENDADOR GUSTAVO PAIVA 2990;MANGABEIRAS;;;
638874767082690;2611101;Esta Empresa … SÛ Um Teste;AVENIDA MONSENHOR ANGELO SAMPAIO 100;CENTRO;;;
264138840001515;3118601;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA SIMAO ANTONIO 1200;CINCAO;;;
638874767049450;1302603;Esta Empresa … SÛ Um Teste;AV DJALMA BATISTA 846;NOSSA SENHORA DAS GRACAS;;;
638874766837620;2704302;Esta Empresa … SÛ Um Teste;AVENIDA MENINO MARCELO 3800;CIDADE UNIVERSITARIA;;;
638874766891230;3106200;Esta Empresa … SÛ Um Teste;AVENIDA ENGENHEIRO CARLOS GOULART 21;BURITIS;;;
638874766967505;3304557;Esta Empresa … SÛ Um Teste;AVENIDA DR. JEFFERSON GERALDO BRUNO 2900;PARAISO;;;
638874766957785;3304557;Esta Empresa … SÛ Um Teste;AVENIDA ASSUNCAO 611;CENTRO;;;
638874767020455;2800308;Esta Empresa … SÛ Um Teste;AVENIDA MINISTRO GERALDO BARRETO SOBRAL 215;JARDINS;;;
638874767060400;2304400;Esta Empresa … SÛ Um Teste;AVENIDA DOM LUIS 1200;ALDEOTA;;;
638874766949040;3550308;Esta Empresa … SÛ Um Teste;PRACA DA LIBERDADE 71;LIBERDADE;;;
638874766947825;3550308;Esta Empresa … SÛ Um Teste;AVENIDA IBIRAPUERA 3103;INDIANOPOLIS;;;
115574205001830;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA DO CAFE 277;VILA GUARANI;;;
638874766941315;3550308;Esta Empresa … SÛ Um Teste;AVENIDA ENGENHEIRO ARMANDO ARRUDA PEREIRA 1065;JABAQUARA;;;
638874767003010;3505708;Esta Empresa … SÛ Um Teste;ALAMEDA XINGU 200;ALPHAVILLE;;;
638874767147595;4202404;Esta Empresa … SÛ Um Teste;RODOVIA BR 470 3000;SALTO DO NORTE;;;
638874767108715;3550308;Esta Empresa … SÛ Um Teste;RUA TITO 1053;VILA ROMANA;;;
134362695001575;3509502;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA GUILHERME CAMPOS 500;JARDIM SANTA GENEBRA;;;
341963175001545;3520509;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";EST MUNICIPAL 200;CHACARA ALVORADA;;;
377837730001665;3549805;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA IZIDORO PUPIN 2300;DISTRITO INDUSTRIAL;;;
1092648180009840;3513009;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA EID MANSUR 666;PARQUE SAO GEORGE;;;
638874767195250;4208906;Esta Empresa … SÛ Um Teste;AVENIDA GETULIO VARGAS 268;CENTRO;;;
143710965001920;4204202;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA GENERAL OSORIO ESQUINA COM A RUA SAO JOAO 1372;CENTRO;;;
638874767168685;3550308;Esta Empresa … SÛ Um Teste;AVENIDA ELISEU DE ALMEIDA 2;INSTITUTO DE PREVIDENCIA;;;
638874767124510;3505708;Esta Empresa … SÛ Um Teste;RUA GENERAL DE DIVISAO PEDRO RODRIGUES DA SILVA SN;ALDEIA;;;
638874767243070;1501402;Esta Empresa … SÛ Um Teste;RODOVIA AUGUSTO MONTENEGRO SN;PARQUE VERDE;;;
638874767104650;3543402;Esta Empresa … SÛ Um Teste;RUA CAPITAO SALOMAO 2350;CAMPOS ELISEOS;;;
82014030002655;3205309;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA PAULO DE VASCOCELOS 593;MANIA ORTIZ;;;
115574205003045;4202008;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV SANTA CATARINA 1;ESTADOS;;;
638874767180835;3550308;Esta Empresa … SÛ Um Teste;AVENIDA BRIGADEIRO FARIA LIMA 1721;PLANALTO PAULISTA;;;
638874767265015;4106902;Esta Empresa … SÛ Um Teste;AVENIDA COMENDADOR FRANCO 3961;JARDIM DAS AMERICAS;;;
638874767297040;3550308;Esta Empresa … SÛ Um Teste;ESTRADA DE ITAPECERICA 45 E 47;VILA DAS BELEZAS;;;
638874767291250;3550308;Esta Empresa … SÛ Um Teste;ESTRADA DA PEDREIRA SN;ITAQUERA;;;
638874767276820;3548708;Esta Empresa … SÛ Um Teste;AVENIDA ALBERT SCHWEITZER 256;FERRAZOPOLIS;;;
638874767228490;2804805;Esta Empresa … SÛ Um Teste;AVENIDA COLETORA SN;CONJUNTO MARCOS FREIRE I;;;
202507395002550;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";Rua Esmeralda 114;Jardim dos Camargos;;;
38372355002430;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MARTINIANO DE CARVALHO 851;BELA VISTA;;;
638874767270310;2307304;Esta Empresa … SÛ Um Teste;AVENIDA PADRE CICERO 2555;TRIANGULO;;;
1068127740179490;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";MOSENHOR ROSA 1989;CENTRO;;;
104734530002985;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MATEUS JOSE 1233;VILA MARIA;;;
917338875001560;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. ENGENHEIRO BILLINGS 2227/2299;JAGUARE;;;
638874767344695;4202404;Esta Empresa … SÛ Um Teste;VIA EXPRESSA PAUL FRITZ KUEHNRICH 1600;ITOUPAVA NORTE;;;
638874767061600;2211001;Esta Empresa … SÛ Um Teste;RUA RAUL LOPES 1000;DOS NOIVOS;;;
638874767316750;3106200;Esta Empresa … SÛ Um Teste;AVENIDA VILARINHO 36;VENDA NOVA;;;
898914975002970;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA JOAO SAPARIPO 448;JARDIM JAU;;;
638874767267880;3304557;Esta Empresa … SÛ Um Teste;AVENIDA DAS AMERICAS 3900;BARRA DA TIJUCA;;;
158272275002475;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. PRESIDENTE ALTINO 1358;JAGUARE;;;
169759125002550;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA ITERERE 63;JARDIM MANGALOT;;;
250290465002820;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA MAGALHAES DE CASTRO 4800;JD;;;
638874767402745;3148004;Esta Empresa … SÛ Um Teste;R MAJOR GOTE 1500;CONEGO GETULIO;;;
169276455002130;3513801;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AVENIDA LUIGI PAPAIZ 159;CAMPANARIO;;;
638874767466195;3106705;Esta Empresa … SÛ Um Teste;RODOVIA BR 381 FERNAO DIAS SN;SAO JOAO;;;
638874767384280;2408102;Esta Empresa … SÛ Um Teste;AVENIDA BERNARDO VIEIRA 3775;TIROL;;;
41655030001755;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA QUINTANA 753;CIDADE MONCOES;;;
906136125088470;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";ALAMEDA AMAZONAS 253;ALPHAVILLE;;;
638874767458125;3152501;Esta Empresa … SÛ Um Teste;RODOVIA BR 459 SN;IPIRANGA;;;
638874767550975;3518800;Esta Empresa … SÛ Um Teste;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO 3215;VILA LEONOR;;;
638874767388870;2211001;Esta Empresa … SÛ Um Teste;AVENIDA PRESIDENTE KENNEDY 1030;MORADA DO SOL;;;
370370265002310;3525003;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";R CORIFEU DE AZEVEDO MARQUES 123;VILA SANTA ROSA;;;
638874765002145;3505708;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AL.AMAZONAS 253;ALPHAVILLE;;;
638874765003360;5300108;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";SHN QD 05 BLOCO K LJ60 PAV.SUPERIOR S/N;ASA NORTE;;;
638874765008655;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DAS AMERICAS 2000;BARRA DA TIJUCA;;;
638874765009870;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. DAS AMERICAS 4666;BARRA DA TIJUCA;;;
638874765039000;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV.RIO BRANCO 100;CENTRO;;;
638874765042945;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA SAO JOSE 70;CENTRO;;;
638874765058740;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. MAESTRO PAULO E SILVA 400;JARDIM CARIOCA;;;
638874765103965;3304557;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";PRAIA DO FLAMENGO 154;FLAMENGO;;;
638874765108555;3303500;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. GOVERNADOR AMARAL PEIXOTO 507;CENTRO;;;
638874765159150;3106200;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA SAO PAULO 957;CENTRO;;;
638874765193605;3550308;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";AV. ANTARTICA 408;BARRA FUNDA;;;
638874765219120;3534401;"CMSDSD«L«LSD«LDK VDLZVL;,;.Z";RUA ANTONIO AGU S/N;V REGINA;;;
